0,6759
1,6487
0,0192
0,3605
0,7380
0,0929
0,2049
0,0622
0,3387
0,0247
1,3333
0,0247
0,1885
2,3799
0,0451
0,9770
0,1434
1,6965
0,4547
0,8364
0,3831
3,1130
0,7380
1,0896
2,3799
3,5861
0,4547
0,1885
0,0451
0,5879
2,5539
0,0820
0,1298
1,0138
2,4952
0,4800
0,0820
0,8364
1,0514
1,6016
0,0192
0,1578
1,4200
2,0501
0,0103
2,4952
0,8029
0,5879
1,9457
0,9053
1,4200
0,9770
0,0103
0,1885
0,0451
1,0896
0,5599
0,6459
1,7450
0,0820
4,2435
0,0622
2,3232
1,4644
1,5552
1,1681
1,9976
3,3793
0,2581
1,1681
0,8705
0,2581
0,0376
0,2049
0,4063
0,3175
0,0103
0,1168
4,5535
0,4547
0,4302
1,1681
5,2061
0,6165
0,9053
0,4800
0,8364
1,1285
1,3333
0,3387
0,6759
0,1728
5,2061
1,5095
1,6016
0,3831
0,4547
0,4800
0,2772
0,2397
